dataset,config_name,concat_ACC,concat_NMI,concat_ARI,train_ACC,train_NMI,train_ARI,image_guidance,meta
Pets,prompt_moep,0.6655764513491415,0.8047768102322225,0.5959434206374868,0.8034886890160807,0.8458540976759064,0.7066343166835711,0.2,"{""source"": ""prompt_root"", ""variant"": ""MOEP"", ""base_meta"": {""mean_gate_train"": 0.15430855751037598, ""mean_gate_test"": 0.1545613706111908, ""mean_smooth_train"": 0.13489975035190582, ""mean_smooth_test"": 0.13251163065433502, ""mean_proto_mix_train"": 0.2291952669620514, ""mean_proto_mix_test"": 0.22556117177009583, ""anchor_num_train"": 318, ""anchor_num_test"": 318, ""moe_train"": {""experts"": [""kec"", ""ag"", ""agp"", ""adaptive""], ""mean_weights"": {""kec"": 0.0029818122275173664, ""ag"": 0.46991169452667236, ""agp"": 0.3224606513977051, ""adaptive"": 0.20464584231376648}, ""mean_alignment"": {""kec"": 0.5940287113189697, ""ag"": 0.6358259916305542, ""agp"": 0.635750412940979, ""adaptive"": 0.6356229782104492}, ""mean_neighbor_score"": {""kec"": 0.9876446723937988, ""ag"": 0.985654354095459, ""agp"": 0.9883976578712463, ""adaptive"": 0.9818563461303711}, ""mean_confidence"": {""kec"": 0.05942139774560928, ""ag"": 0.7479854226112366, ""agp"": 0.7008377313613892, ""adaptive"": 0.6308706402778625}}, ""moe_test"": {""experts"": [""kec"", ""ag"", ""agp"", ""adaptive""], ""mean_weights"": {""kec"": 0.002973157214000821, ""ag"": 0.4657052755355835, ""agp"": 0.3205433189868927, ""adaptive"": 0.21077826619148254}, ""mean_alignment"": {""kec"": 0.5946489572525024, ""ag"": 0.6361692547798157, ""agp"": 0.6360777616500854, ""adaptive"": 0.6360070109367371}, ""mean_neighbor_score"": {""kec"": 0.9882137775421143, ""ag"": 0.9862715601921082, ""agp"": 0.9888466000556946, ""adaptive"": 0.9827150702476501}, ""mean_confidence"": {""kec"": 0.06058919429779053, ""ag"": 0.7543711066246033, ""agp"": 0.7078464031219482, ""adaptive"": 0.6412538290023804}}}}"
Pets,dual_moep,0.6928318342872717,0.8161539906678885,0.6185038195895582,0.7988552739165985,0.845567757663666,0.7042941957652532,0.2,"{""source"": ""simple+prompt"", ""variant"": ""dual_moep_hybrid"", ""mean_alpha_train_prompt"": 0.7110547423362732, ""mean_alpha_test_prompt"": 0.7077089548110962}"
Pets,dual_agp,0.6906514036522213,0.8160740308074343,0.6202868085165568,0.7988552739165985,0.8467984512697703,0.7030935951851832,0.2,"{""source"": ""simple+prompt"", ""variant"": ""dual_agp_hybrid"", ""mean_alpha_train_prompt"": 0.76320880651474, ""mean_alpha_test_prompt"": 0.7591183185577393}"
Pets,dual_cross_preserve,0.6952848187517034,0.818199504528922,0.6204827073882692,0.7985827200872172,0.8422509189433474,0.6974398038141786,0.2,"{""source"": ""simple+prompt"", ""variant"": ""cross_hybrid_plus_prompt_preserve"", ""mean_cross_alpha_train_prompt_side"": 0.5949050188064575, ""mean_cross_alpha_test_prompt_side"": 0.593899667263031, ""preserve_weight"": 0.12}"
